@relation sulfurCatalyst

@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute target numeric

@data
1.2399,0.001466,319.98,308.97,320.93,320.96,323.36,323.04,322.12,318.09,317.37,0.17496,0.92928
1.2346,0.001431,320.44,309.64,321.27,322.89,322.85,322.8,322.42,319.24,316.66,0.17534,0.93281
1.2308,0.001565,320.64,310.54,322.86,322.57,324.87,324.73,324.45,320.34,318.05,0.17584,0.93421
1.2106,0.001718,322.04,310.55,324.02,324.96,326.9,326.58,324.91,321.45,319.43,0.1754,0.92141
1.2337,0.001501,321.09,310.72,322.49,323.75,326.07,326.27,325.04,321.18,319.39,0.1746,0.92555
1.2088,0.001664,321.31,310.01,324.44,325.75,327.08,327.74,325.87,322.12,318.81,0.17396,0.93868
1.2141,0.001471,322.52,310.12,323.29,324.68,326.5,326.58,324.93,320.82,318.79,0.17699,0.93774
1.2227,0.001531,322.37,310.92,322.63,323.57,324.55,326.06,323.95,321.33,318.17,0.17383,0.94006
1.2026,0.001733,320.18,312.16,322.8,325.65,328.69,330.72,329.11,325.17,321.56,0.17577,0.94588
1.1839,0.001647,319.43,311.64,319.84,322.56,325.99,326.86,327.07,323.58,320.72,0.174,0.94694
1.1276,0.001589,317.06,310.28,319.21,321.25,323.41,325.36,324.47,321.21,319.02,0.17443,0.94596
1.1287,0.001512,314.72,307.26,315.08,316.9,319.63,321.14,319.32,317.55,316.86,0.17308,0.94901
1.131,0.001339,311.85,305.31,312.24,314.46,315.74,316.02,315.42,313.72,313.18,0.17363,0.94478
1.0955,0.00171,310.54,303.67,310.83,313.17,314.63,315.27,315.77,313.85,312.82,0.17556,0.94592
1.1185,0.001636,308.96,304.33,311.32,313.2,314.47,316.23,316.24,314.87,314.23,0.17376,0.95338
1.1075,0.001684,330.23,324.53,334.4,340.34,351.48,353.59,340.79,330.84,328.96,0.17497,0.95439
1.1241,0.001661,336.42,331.1,345.06,354.95,366.27,357.6,342.41,334.51,333.42,0.17374,0.96404
1.1076,0.001766,335.25,327.98,342.71,352.42,365.98,357.63,340.98,332.85,331.03,0.17419,0.95674
1.2336,0.001956,335.7,328.55,343.24,351.17,364.89,360.18,345.31,335.7,332.35,0.17351,0.95823
1.25,0.001573,337.01,333.02,345.09,352.12,360.93,357.07,344.56,338.36,335.11,0.17662,0.96247
1.2573,0.001705,341.26,335.08,349.35,360.38,369.87,361.24,347.67,340.69,338.26,0.17574,0.97505
1.2388,0.001602,337.11,330.27,343.35,350.14,359.81,355.21,344.85,336.27,333.89,0.17525,0.97551
1.2519,0.001531,331.98,326.41,337.64,342.08,350.18,350.32,341.36,333.63,330.22,0.17617,0.96231
1.2576,0.00162,329.46,323.76,333.04,337.78,344.95,348.18,341.61,333.18,328.26,0.17366,0.98043
1.3354,0.001613,326.47,322.63,331.25,334.12,339.51,341.54,338.67,331.88,328.03,0.17388,0.98458
1.377,0.00162,327,321.98,330.8,332.87,338.61,342.3,339.28,331.59,328.92,0.17384,0.97281
1.3754,0.001582,329.41,323.71,331.08,335.76,340.1,343.18,341.23,334.2,330.08,0.17642,0.98398
1.3987,0.001554,330.53,324.21,332.67,337.79,342.73,344.69,341.94,334.46,331.17,0.17696,0.97336
1.4013,0.00161,331.54,325.63,334.21,339.64,344.18,348.43,342.27,334.17,332.11,0.17447,0.97997
1.3649,0.001563,332.75,329.09,337.4,341.49,349.24,351.66,344.05,335.18,332.04,0.17667,0.9851
1.3813,0.001794,332.95,329.86,339.19,345.38,354.61,356.31,347.56,337.89,333.71,0.17372,0.98836
1.3546,0.001688,333.98,331.01,339.6,345.19,355.83,356.45,345.54,336.53,334.45,0.17587,0.99584
1.3122,0.00176,332.49,328.93,338.77,345.17,356.02,355.66,345.27,336.49,333.42,0.17518,0.99305
1.3037,0.001588,330.52,326.16,335.22,340.6,347.28,349.88,342.8,334.15,331.3,0.1754,0.98656
1.295,0.00176,328.78,323.99,334.04,338.07,346.57,351.13,343.74,333.72,329.79,0.17531,0.99059
1.2975,0.001805,327.93,323.52,332.58,335.46,343.59,350.07,342.47,332.94,330.14,0.17394,1.0034
1.3053,0.001705,325.79,322.67,330.34,333.97,340.54,346.15,341.08,332.29,329.13,0.17429,1.0061
1.3034,0.001691,324.47,322.81,328.27,332.68,338.17,342.39,340.39,331.46,328.48,0.17661,0.99186
1.3097,0.001422,324.08,321.89,326.83,329.02,333.55,337.56,336.44,329.38,328.28,0.17612,1.0075
1.2961,0.001807,322.28,320.8,327.03,330.34,336.1,340.96,339.84,332.2,329.29,0.17615,1.0021
1.31,0.001673,322.68,320.38,325.59,328.46,333.28,337.18,337.02,329.65,327.36,0.17613,1.0001
1.3065,0.001567,320.86,319.06,324.94,328,332.37,336.38,335.29,330.74,327.41,0.17353,0.9973
1.1858,0.001512,320.2,318.87,323.5,326.59,332.98,336,334,327.61,324.55,0.17518,1.0069
1.1356,0.00144,319.25,317.31,321.01,325.63,328.48,333.25,331.24,326.85,323.43,0.17382,0.99492
1.1489,0.001693,314.3,313.06,318.32,319.46,325.38,328.08,328.63,324.37,322.53,0.17549,1.0094
1.1303,0.001632,328.67,330.31,334.43,341.25,354.26,355.42,342.46,335.04,332.54,0.17269,1.007
1.1337,0.001561,340.39,340.14,352.41,364.4,373,362.13,350.55,344.04,342.7,0.17336,0.99352
1.0527,0.0018,338.13,336.07,352.12,369.32,378.39,360.39,346.04,338.12,338.03,0.17186,1.0002
0.98776,0.001513,322.29,320.77,328.17,332.47,340.4,344.04,335.21,325.84,322.99,0.17489,0.99576
0.90961,0.001741,313.24,310.8,316.79,320.14,325.65,331.06,328.27,321.72,317.22,0.17151,0.99246
0.91147,0.001847,315.5,313.65,320.15,323.08,331.12,340.35,334.94,322.39,318.99,0.17237,1.0012
0.92183,0.001854,321.93,322.11,328.09,336.26,354.47,357.07,336.11,325.96,323.16,0.17164,0.99277
0.86579,0.001641,335.36,334.89,352.05,376.19,377.21,355.04,342.23,337.57,335,0.17279,0.99283
0.84785,0.001169,338.61,340.24,354.69,370.06,370.03,354.74,344.1,342,340.86,0.17397,1.0055
0.83901,0.001694,335.58,336.24,357.66,384.72,379.44,353.71,341.98,336.88,336.99,0.17199,0.99308
0.85306,0.001618,329.57,328.21,341.84,357.39,372.78,351.65,336.57,330.48,329.5,0.17337,1.0049
0.85848,0.0014,328.01,328.83,337.12,349.25,362.93,349.1,334.64,329.98,328.47,0.17371,1.0063
0.84845,0.001219,328.76,329.48,336.32,346.12,356.51,347.38,336.39,330.07,329.85,0.17465,1.0098
0.859,0.001836,328.4,327.92,341.49,358.77,379.89,353.05,336.81,330.05,328.98,0.17063,1.0069
0.80981,0.001546,328.23,329.24,340.4,355.31,370.65,350.62,335.07,330.8,329.08,0.17362,0.99115
0.8068,0.001786,328.03,326.61,339.5,358.18,378.93,350.97,334.22,328.81,328.33,0.17105,0.99123
0.8124,0.001306,326.2,325.55,334.26,343.64,356.79,347.13,333.97,328.41,327.61,0.17391,1.0001
0.82692,0.001553,324.9,324.32,334.31,343.93,365.38,350.28,332.74,326.44,325.93,0.17389,1.0068
0.82889,0.001514,324.46,324.73,331.76,341.07,359.29,348.71,332.66,325.68,325.8,0.1723,1.0021
0.82011,0.001698,322.72,324.44,331.79,343.41,368.37,350.97,332.97,325.82,325.29,0.17109,0.99373
0.81253,0.001796,321.41,323.38,331.41,343.49,371.5,353,331.88,325.34,324.11,0.17152,1.0024
0.82406,0.00167,321.96,322.79,329.53,339.22,362.43,351.85,331.61,324.5,322.58,0.17332,0.99667
0.81938,0.001727,321.26,322.69,329.02,339.58,362.89,352.28,333.05,323.93,323.81,0.17224,0.99431
0.84797,0.001517,321.13,322.67,327.96,334.41,347.86,350.12,334.49,325.33,323.84,0.17218,1.0045
0.90495,0.001668,321.01,322.94,327.97,334.93,349.75,352.7,335.83,325.67,322.92,0.1715,1.0027
0.92939,0.002137,322.06,324.94,330.7,342.33,377.1,360.2,338.36,328.07,326.01,0.17114,1.0055
0.93588,0.001307,325.65,329.26,333.73,340.52,354.05,350.2,337.5,330.73,330.56,0.17398,0.99836
0.92111,0.001484,329.58,331.45,340.66,352.04,366.17,353.44,339.15,333.8,333.12,0.17276,0.99826
0.86495,0.001871,332.45,334.55,349.42,380.47,383.57,355.85,341.51,335.33,334.78,0.17171,0.99208
0.85901,0.00115,332.2,335.24,343.01,353.68,361.69,349.58,340.3,336.11,334.6,0.17486,1.0064
0.78672,0.001512,331.9,334.54,349.52,374.42,374.55,350.67,339.19,334.81,334.22,0.17125,1.0018
0.78207,0.001506,332.12,333.39,347.71,371.42,373.84,350.4,337.06,333.4,333.25,0.17173,0.99396
0.77332,0.001397,328.69,330.27,341.13,357.04,370.17,348.58,335.29,331.3,330.49,0.17135,1.003
0.78304,0.001435,326.69,327.41,335.98,348.83,366.31,347.76,334.06,328.8,326.69,0.17412,0.99891
0.78643,0.001365,324.43,325.48,333.63,343.44,359.07,347.54,332.62,325.92,324.9,0.17235,1.0085
0.76665,0.001254,321.83,323.6,329.76,339.21,351.61,345.75,330.55,324.76,325.35,0.17297,1.0077
0.77659,0.002177,321.83,324.05,334.18,353.76,393.9,352.49,332.78,325.33,324.65,0.17007,1.0044
0.77075,0.001758,319.39,322.15,329.81,341.91,370.69,350.78,331.73,324.09,323.92,0.17004,1.0061
0.77035,0.001466,318.96,322.15,326.74,335.32,353.56,348.05,331.59,323.81,322.16,0.17214,0.99125
0.77851,0.001521,316.35,321.23,324.76,332.55,348.01,350.29,330.9,323.35,321.32,0.1711,1.0004
0.83431,0.001441,316.87,319.51,323.03,328.52,339.75,346.17,333.8,324.56,321.86,0.17177,1.0016
0.89729,0.001764,318.25,321.29,325.64,332.8,349.03,356.55,337.19,326.54,323.25,0.17225,0.99007
0.91392,0.002125,320.64,324.84,331.02,340.76,375.79,360.43,338.45,328.38,325.81,0.17216,0.99461
0.91491,0.001696,323.82,327.79,332.89,344.38,365.82,355.8,338.72,330.66,329.3,0.17279,1.0098
0.91257,0.001342,324.87,328.59,333.86,342.73,355.31,351.38,337.95,331.43,329.76,0.17565,0.99648
0.91106,0.001592,326.23,329.39,336.7,347.1,367.56,354.92,338.6,333,331.67,0.17356,0.99767
0.91794,0.0018,326.68,330.45,338.03,353.53,377.09,356.4,339.55,332.89,332.73,0.17181,0.9949
0.97831,0.00158,327.39,332.46,336.55,348.58,366.51,356.56,341.26,334.04,334.23,0.17257,0.99088
0.97578,0.001827,329.14,333.9,341,356.04,377.18,359.87,344.09,336.49,334.15,0.17269,0.99582
0.96704,0.001499,332.07,335.86,342.12,354.97,368.32,356.9,343.76,337.8,336.74,0.17395,0.99762
0.926,0.001335,332.45,335.29,342.16,354.52,366.16,354.08,342.86,336.91,335.32,0.17419,0.99039
0.87314,0.001636,331.4,333.64,344.62,365.38,377.63,355.32,341.49,335.34,335.64,0.17266,1.0052
0.86618,0.001849,329.66,332.11,343.23,364.21,383.29,356.27,338.99,332.5,332.63,0.17112,0.99294
0.88105,0.001816,325.61,328.79,336.82,352.97,377.36,356.02,336.82,331.47,329.01,0.17024,0.99791
0.85684,0.002208,324.15,326.04,336.12,354.4,389.67,356.2,336.07,328.11,327.26,0.1699,0.9953
0.87913,0.001553,324.16,324.41,331.11,339.55,357.16,351.85,335.53,327.6,325.96,0.17379,0.99376
0.82902,0.002044,322.45,325.09,332.88,348.44,385.85,354.37,334.07,326.58,326.43,0.16877,1.007
0.83948,0.001984,322.45,325.04,331.12,344.29,379.4,355.88,334.45,326.75,324.6,0.17007,0.99724
0.82953,0.001589,319.18,321.72,327.04,335.5,352.85,350.51,332.28,324.36,323.79,0.17365,0.99955
0.82973,0.001588,319.29,321.63,326.24,332.7,347.82,351.44,333.21,324.24,321.93,0.17357,0.99468
0.78907,0.001962,318.27,319.25,325.28,335.48,367.91,356.75,331.85,323.24,320.89,0.17192,1.0045
0.78462,0.001609,315.14,317.66,321.87,330.16,344.95,349.97,331.18,321.39,319.72,0.17046,0.99452
0.78928,0.001938,313.81,316.71,320.7,328.93,348.79,359.35,331.94,319.41,317.73,0.16989,1.0049
0.78216,0.001606,311.61,315.17,319.06,323.5,334.28,342.17,330.91,320.6,318.32,0.17253,1.0015
0.78216,0.001819,311.43,314.74,317.3,321.86,332.91,347.18,332.39,319.72,316.23,0.16988,0.99479
0.7873,0.001516,309.63,313.97,315.18,320.61,328.09,335.43,330.74,321.4,317.35,0.17181,0.9961
0.79667,0.001566,309.19,313.08,315.39,320.43,328.53,335.39,330.89,320.06,316.34,0.17379,1.0012
0.79239,0.001419,316.24,320.94,324.85,331.21,345.53,348.56,331.99,323.39,323.18,0.17323,1.0018
0.79115,0.001558,324.35,329.94,335.89,352.63,373.6,351.42,335.82,331.68,330.79,0.17372,0.99312
0.78104,0.002062,328.61,333.67,349.54,397.4,388.37,354.7,340.36,335.1,334.55,0.1691,0.9977
0.80036,0.001402,330.93,335.61,346.7,365.97,372.4,351.45,339.57,336.48,335.13,0.17448,1.0093
0.78336,0.001996,331.1,335.41,354.97,400.73,386.17,355.31,341.71,336.41,335.35,0.17059,1.004
0.79527,0.001741,331.86,335.34,349.96,384.76,381.7,354.33,340.61,336.16,335.52,0.17024,0.99074
0.74429,0.001456,331.4,335.74,348.39,376.11,373.97,351.07,340.1,335.47,336.44,0.17378,1.0074
0.74347,0.001722,329.33,334.54,351.6,386.75,379.39,352.45,339.15,334.88,335.7,0.16989,1.0079
0.69367,0.001742,328.98,333.61,353.05,397.12,377.95,348.78,336.83,333.8,334.72,0.16952,0.9966
0.70679,0.001608,328.15,331.73,347.02,383.07,375.64,348.22,336.49,333.69,333.1,0.16991,1.0033
0.69995,0.001313,326.31,332.28,341.02,361.53,368.13,346.25,334.32,331.48,331.19,0.17402,1.005
0.65779,0.001531,326.56,329.23,343.6,374.36,372.95,343.56,332.8,329.98,329.71,0.16982,1.0092
0.59901,0.001665,323.4,328.08,345.05,395.06,372.97,341.22,329.24,327.35,327.81,0.16829,1.0043
0.59598,0.00147,320.74,325.88,336.21,361.69,371.06,339.1,327.29,326.02,324.53,0.16921,1.0048
0.60591,0.001402,318.62,322.1,331.01,346.11,370.35,339.37,326.57,323.62,323.4,0.17087,0.99243
0.60965,0.001525,318,320.34,328.47,343.93,374.47,340.64,324.04,321.78,321.93,0.1711,1.0019
0.60656,0.001451,316.05,321.19,327.17,340.69,369.76,340.97,324.59,320.23,320.66,0.17148,0.994
0.60127,0.001505,313.62,318.42,323.82,334.77,368.29,341.84,322.69,318.84,318.73,0.17178,1.0084
0.60187,0.001723,313.41,317.96,322.99,335.66,380.32,341.86,322.26,318.16,317.22,0.16792,0.99962
0.60768,0.001604,312.5,318,322.85,333.72,372.17,343.12,322.39,317.86,316.97,0.16886,0.99332
0.60628,0.001587,313.06,316.97,321.46,331.84,362.77,344.61,321.8,317.88,316.68,0.17098,0.99528
0.60313,0.001588,311.82,317.5,322.69,331.93,366.78,343.31,322.08,317.78,316.19,0.16997,1.0007
0.66193,0.001682,313.22,316.91,321.19,331.78,362.52,347.54,324.05,319.08,318.15,0.17154,0.99672
0.65683,0.001746,313.74,318.51,322.84,334.72,371.46,346.61,325.83,319.17,319.63,0.16917,0.99828
0.66522,0.001782,315.32,320.49,326.53,339.31,380.23,347.46,326.31,321.55,320.52,0.17087,0.99727
0.66065,0.001967,317.09,321.4,327.95,345.78,391.97,345.93,326.62,320.93,321.94,0.16689,0.98713
0.66251,0.001531,316.58,322.38,326.87,338.69,368.52,344.79,327.22,321.69,322.59,0.17108,0.99071
0.65706,0.001329,316.6,321.12,326.79,336.6,359.42,344.18,327.18,322.67,321.82,0.17362,1.0017
0.64993,0.001616,316.33,322.88,327.8,342.52,377.15,344.65,326.3,322.76,322.5,0.17109,0.98769
0.65724,0.001742,317,321.56,329.08,344.96,381.85,344.39,327.56,322.86,323.25,0.17101,1.0015
0.6516,0.001631,317.46,323.38,330.55,345.49,377.83,344.77,328.06,323.01,323.63,0.16942,0.99762
0.65754,0.001622,317.9,323.12,329.35,344.34,376.76,344.39,327.58,322.98,322.25,0.16994,0.99108
0.69143,0.001792,317.07,321.14,327.72,341.54,380.86,348.84,329.13,323.3,322.12,0.17032,0.98727
0.68993,0.001957,316.36,320.56,327.47,341.77,388.88,348.56,327.69,323.34,322.25,0.17003,0.98717
0.70193,0.00207,317.8,321.42,328.12,345.96,392.77,349.73,328.96,323.97,321.77,0.16924,0.99635
0.69322,0.002086,318.94,323.47,331.25,351.49,393.83,349.57,328.28,324.99,324.34,0.16816,0.98212
0.69739,0.001585,317.84,322.75,329.56,341.76,372.81,346.74,329.79,324.29,322.96,0.17242,0.98007
0.6887,0.00135,318.4,323.15,328.72,338.97,360.38,345.03,328.63,323.64,323.38,0.17242,0.98989
0.69497,0.001684,317.72,322.98,328.31,341.27,377.23,347.87,329.89,323.76,324.17,0.17008,0.98986
0.70966,0.001259,317.86,322.87,325.97,335.2,351.92,344.53,330.51,324.99,323.97,0.17447,0.97807
0.69211,0.001486,317.04,323.05,327.54,339.77,366.44,347.73,329.55,324.35,324.37,0.17216,0.97943
0.69202,0.001185,318.13,322.34,326.87,333.7,348.42,344.15,329.87,323.37,323.27,0.17182,0.97936
0.69347,0.001814,315.56,321.11,326.22,339.47,379.72,349.98,328.67,323.12,321.35,0.16997,0.99081
0.6917,0.002063,316.46,311.04,322.43,331.2,361.67,353.78,322.62,312.93,312.23,0.16965,0.97477
0.69104,0.001344,314.88,302.81,317.73,317.53,319.88,318.67,315.17,310.02,308.55,0.17152,0.97369
0.69975,0.001489,314.48,301.47,316.83,318.12,319.47,319.76,314.88,311.23,309.09,0.17046,0.98887
0.6944,0.001638,314.95,301.04,316.78,317.3,319.15,319.14,315.7,309.58,307.77,0.17159,0.98046
0.76534,0.001444,315.14,300.52,317.05,317.25,318.11,316.93,313.26,310.31,308.27,0.17181,0.98244
0.86467,0.001736,317.9,302.35,320.6,320.51,322.59,323.52,319.69,313.45,310.75,0.17071,0.97981
0.89609,0.00151,323.3,307.46,325.57,327.4,329.84,327.83,323.32,316.87,314.68,0.17441,0.98317
1.03,0.001652,327.76,311.33,330.32,332.73,337.84,336.15,328.3,320.16,317.7,0.1723,0.97381
1.0055,0.001693,332.42,317.87,339.39,345.49,355.08,348.12,331.37,322.75,320.13,0.17492,0.98531
1.0071,0.001718,339.47,324.12,350.73,364.55,370.17,351.21,335.61,327.63,326.57,0.17251,0.97829
1.0153,0.001401,345.15,328.55,355.09,365.92,365.5,350.77,337.26,332.02,331.05,0.17608,0.98362
1.0122,0.001508,349.02,332.34,365.6,377.62,372.95,352.88,341.74,334.59,335.17,0.17543,0.98079
1.015,0.001527,351.29,335.25,370.87,383.08,374.68,356.3,342.97,338.09,336.94,0.17507,0.98122
1.0238,0.001419,351.2,333.3,367.55,378.19,372.2,352.99,342.11,335.97,334.31,0.17399,0.9788
1.0295,0.001935,325.4,307.9,328.41,330.96,335.22,335.77,327.22,319.28,315.56,0.17249,0.97037
1.0106,0.001592,315.02,297.64,314.39,313.74,313.45,311.22,309.07,307.32,306.72,0.17557,0.9701
1.0228,0.001603,316.61,300.19,316.33,318.03,317.8,316.91,314.64,311.53,309.37,0.17264,0.97402
1.0213,0.001486,318.87,303.85,319.92,320.28,319.26,318.88,317.12,313.79,311.88,0.17554,0.9675
1.0167,0.00206,320.88,304.5,321.07,323.85,325.39,325.81,322.13,318.07,314.73,0.17222,0.97031
1.0088,0.001544,320.19,305.39,322.08,322.93,323.82,322.85,319.6,314.96,312.7,0.17552,0.96701
1.0033,0.001816,321.91,306.62,322.95,323.92,325.78,326.19,322.36,317.83,315,0.17455,0.96128
1.0016,0.001672,320.68,306.35,322.33,324.21,325.77,324.54,321.38,316.32,314,0.17397,0.95896
1.011,0.00171,321.89,295.86,319.84,318.46,317.32,312.49,309.74,306.55,303.99,0.17274,0.96494
0.9987,0.001778,321.81,296.01,321.85,320,318.24,312.9,309.53,306.58,304.44,0.17212,0.95819
1.0246,0.001554,322.27,296.83,321.37,320.45,317.17,313.47,308.82,305.84,304.55,0.17335,0.96314
1.0198,0.0012,322.89,296.36,321.22,318.94,316.08,311.19,306.88,304.32,304.33,0.17561,0.97371
1.0057,0.001331,322.04,297.48,321.8,319.99,316.71,313.64,309.46,306.01,305.81,0.17451,0.96832
1.0181,0.001619,324.07,297.63,322.13,322.53,319.13,316.73,311.03,307.33,307.26,0.1725,0.97147
1.002,0.001947,324.18,298.37,323.36,324.42,322.54,319.95,315.31,310.55,309.05,0.17414,0.95398
1.0206,0.001869,323.78,298.68,324.21,323.94,322.23,318.8,314.33,309.23,307.54,0.17347,0.96753
1.0061,0.001771,323.18,298.83,324.61,324.12,321.24,318.06,314.2,308.75,307.93,0.17375,0.97043
1.0213,0.001404,324.77,299.43,322.57,321.5,319.21,315.98,312.15,307.62,306.98,0.17592,0.96979
1.0141,0.001869,324.7,299.62,325.23,323.61,323.12,320.54,316.99,310.7,309.38,0.17205,0.96966
1.0182,0.001268,324.62,300.92,322.82,322.03,319.66,316.36,312.07,309.84,308.15,0.17612,0.96376
1.004,0.00147,323.3,301.64,322.32,323.41,321.27,318.18,314.38,310.33,309,0.17295,0.9664
1.002,0.001678,323.1,300.81,321.9,323.58,321.89,319.61,314.76,311.4,310,0.17397,0.96056
0.99517,0.001316,322.1,300.92,321.14,320.9,318.8,316.34,312.42,309.97,307.42,0.17613,0.95627
1.0052,0.001698,321.73,301.01,321.34,321.67,320.95,318.92,314.18,311.31,309.09,0.17282,0.95801
1.0071,0.00177,321.99,299.61,321.25,321.73,321.73,318.55,314.44,311.38,309.77,0.17373,0.95496
1.0284,0.001558,321.59,298.44,321.54,319.95,319.05,315.59,312.29,307.92,307.02,0.17476,0.95663
0.99516,0.001613,321.08,298.34,321.33,320.58,319.36,316.29,312.28,307.81,307.97,0.17238,0.96328
1.0239,0.001261,320.42,297.2,319.25,318.16,316,312.42,308.53,306.42,304.64,0.17449,0.95136
1.0126,0.001771,321.9,297.03,321.62,319.54,317.77,314.88,311.87,307.9,306.23,0.1737,0.95111
0.94816,0.00138,320.6,296.86,320.35,318.98,315.77,311.95,307.8,305,305.38,0.17587,0.95235
0.95803,0.002157,320.17,296.15,318.43,318.1,317.23,313.93,310.82,306.78,305.58,0.17038,0.95891
0.95403,0.002147,320.09,293.82,318.36,319.1,317.46,314.49,311.17,306.43,306.2,0.17135,0.94483
0.94627,0.002141,319.16,292.76,319.05,319.59,316.58,313.88,309.63,306.26,305.08,0.16967,0.95565
0.95949,0.00217,320.31,292.99,319.8,318.71,316.83,314.57,310.75,306.92,305.32,0.17048,0.95781
0.95263,0.002159,318.75,292.37,319.33,318.96,317.28,314.73,310.88,306.67,304.71,0.17197,0.94654
0.94926,0.00214,318.84,291.25,318.96,318.15,317.16,314.2,310.93,307.03,305.62,0.17243,0.95155
0.9534,0.001524,313.94,295.69,313.6,311.86,309.73,307.27,305.58,303.93,303.14,0.17422,0.94311
0.94961,0.001916,329.3,308.44,331.66,335.36,342.92,340.99,327.12,317.38,314.69,0.17273,0.94248
0.96141,0.001353,335.9,316.77,340.97,346.24,348.17,339.18,327.95,321.14,318.61,0.17427,0.94561
0.95612,0.001438,340.17,320.22,348.24,356.82,358.28,342.81,328.94,322.64,321.64,0.17342,0.93753
0.94891,0.001524,341.03,321.25,350.51,361.93,363.11,345.15,329.74,323.94,321.95,0.17253,0.94736
0.95101,0.001923,339.98,318.84,352.24,369.1,373.09,346.72,328.15,321.36,320.15,0.1718,0.9464
1.0121,0.001418,337.75,317.05,342.95,348.37,350.76,342.74,329.99,322.69,320.15,0.17528,0.93687
1.0119,0.001935,337.23,316.83,347.82,359.22,367.85,349.44,329.6,322.03,319.83,0.17365,0.94309
1.0617,0.001494,337.24,318.63,342.51,347.83,352.33,343.47,330.06,322.33,320.81,0.17347,0.94338
1.0632,0.001533,338.64,318.86,345.6,350.76,355.91,345.26,331.59,322.79,320.2,0.17524,0.93742
1.1412,0.001528,341.49,320.72,345.96,352.48,355.94,347.48,333.04,325.12,322.89,0.17391,0.9487
1.1405,0.001495,343.48,323.5,352.01,359.01,361.58,349.6,336.74,327.44,326.53,0.1747,0.93966
1.2986,0.012881,347.82,327.88,711.11,654.52,556.89,461.2,390.35,352.05,341.56,0.14156,0.94548
1.349,0.010327,354.23,333.65,629.86,594.98,516.74,442.28,384.91,354.07,345.47,0.14964,0.936
1.3986,0.010344,354.52,333.24,618.44,591.05,516.26,442.94,387.22,355.86,347.11,0.1526,0.94329
1.3312,0.011642,353.26,331.11,677.67,628.78,538.61,452.31,390.07,354.52,344.12,0.14682,0.94401
1.3979,0.011704,351.24,326.9,660.97,623.87,537.23,452.77,388.8,353.5,341.16,0.14829,0.94418
1.3778,0.011796,348.77,326.03,654.26,623.7,536.06,451.51,386.6,350.56,340.56,0.14587,0.94538
1.2853,0.011693,346.36,323.28,686.62,635.95,538.86,444.67,379.82,344.97,335.16,0.14446,0.94253
0.96616,0.000536,341.46,319.4,341.07,341.08,337.03,331.47,325.63,322.31,321.49,0.17784,0.93279
0.97709,0.000976,331.96,311.15,333.39,333.91,332.39,327.52,322.2,317.7,314.63,0.17724,0.94107
0.92687,0.007412,323.84,302.18,340.01,605.69,490.88,388.78,332.06,309.55,305.45,0.1483,0.93695
0.91506,0.007101,315.22,295.13,320.03,327.71,569.61,424.54,340.01,306.96,301.59,0.14968,0.94598
0.91306,0.007176,319.57,303.09,332.02,492.58,500.86,392.31,333.56,311.02,306.85,0.14993,0.9361
0.92375,0.007074,332.24,315.09,559.69,567.82,465.11,382.58,338.41,321.6,318.22,0.15106,0.92983
0.91407,0.007124,339.79,322.38,623.19,562.02,463.67,386.59,343.48,326.61,323.23,0.1487,0.93825
0.9169,0.004902,343.01,326.55,510.89,497.36,427.01,371.15,341.21,329.4,328.08,0.15952,0.9321
0.92754,0.005084,342.35,326.19,527.38,503.79,431.03,373.92,342.6,330.25,328.11,0.15714,0.93897
0.81593,0.004666,342.17,323.67,542.19,496.3,418.03,362.96,336.21,327.29,324.54,0.15677,0.94397
0.78793,0.001785,338.07,316.92,353.01,377.67,369.65,339.44,323.09,319.1,317.38,0.16962,0.94588
0.78968,0.001748,333.77,315.16,343.08,358.15,367.87,339.12,322.55,315,315.28,0.17061,0.94278
