@relation bank32nh

@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute target numeric

@data
1,1,0,0,0,-1,1,0,0,-1,6.59312
-1,0,1,-1,0,0,1,0,-1,0,-0.6903
-1,0,-1,1,-1,-1,-1,0,0,0,-8.07714
-1,-1,0,0,-1,1,-1,-1,1,-1,-4.81832
1,0,-1,-1,-1,-1,1,-1,-1,-1,-1.54701
-1,-1,0,-1,1,0,0,1,-1,1,0.914623
1,0,-1,-1,1,1,1,-1,1,1,-1.09237
1,1,1,-1,1,-1,1,0,0,-1,5.50372
1,0,-1,-1,1,0,1,0,1,0,0.930214
1,-1,-1,-1,-1,-1,-1,1,1,0,-3.02161
-1,1,1,-1,1,-1,1,1,-1,0,-0.791202
1,0,-1,-1,0,-1,-1,-1,-1,-1,-0.461777
-1,1,1,0,1,1,-1,1,0,0,1.22496
-1,-1,1,0,-1,-1,1,-1,1,0,-7.31264
1,1,1,0,1,1,1,1,0,1,6.71741
-1,0,1,-1,0,0,-1,-1,1,0,-2.72095
-1,-1,1,-1,1,0,0,0,-1,1,0.849426
1,0,0,-1,1,0,0,0,0,0,0.221806
-1,1,-1,-1,-1,0,0,0,1,-1,-4.97515
1,-1,1,-1,0,1,1,-1,0,0,1.11805
1,0,1,1,0,0,0,0,1,-1,5.21378
-1,1,-1,0,1,1,0,0,1,0,2.1097
1,0,-1,0,-1,-1,-1,-1,0,-1,3.0067
-1,-1,1,0,0,1,0,0,0,1,-2.31413
1,1,0,1,0,-1,-1,1,-1,-1,5.89014
1,0,1,0,1,0,-1,-1,0,1,5.27279
-1,1,-1,0,1,-1,1,0,-1,1,-5.29324
-1,0,1,1,1,1,-1,1,-1,-1,1.44424
-1,1,1,-1,0,-1,1,1,1,1,-3.73604
1,-1,1,0,1,1,1,0,-1,-1,0.907583
-1,1,1,1,0,-1,-1,1,-1,0,-5.97627
1,1,-1,-1,0,0,-1,0,0,0,2.69383
1,1,-1,-1,-1,0,1,0,-1,-1,1.32389
1,0,-1,-1,0,0,0,-1,-1,-1,0.006079
1,0,0,-1,1,1,0,0,1,0,2.32063
1,1,1,1,-1,1,0,1,0,0,8.83471
1,0,-1,1,1,-1,0,0,-1,1,1.5549
-1,1,1,1,1,1,-1,0,0,-1,0.34388
1,-1,-1,1,1,-1,1,0,1,-1,-1.19399
1,1,1,1,0,0,0,-1,-1,-1,8.20754
-1,-1,1,1,0,1,-1,1,1,0,-1.74522
1,-1,1,1,-1,-1,-1,1,1,0,3.33194
-1,-1,0,0,1,-1,0,0,0,0,-1.93212
1,0,1,-1,-1,1,1,1,-1,-1,2.53818
-1,-1,0,0,-1,1,0,1,0,1,-3.36831
1,1,1,1,-1,1,1,1,0,0,9.42864
-1,-1,1,-1,1,-1,-1,0,0,0,-1.8983
1,0,0,1,-1,0,-1,-1,0,0,4.12367
1,1,-1,0,1,1,-1,-1,-1,0,5.05826
-1,0,-1,1,0,-1,-1,1,1,0,-5.62288
1,-1,-1,0,-1,-1,0,-1,-1,1,-3.2526
-1,-1,1,0,-1,1,1,1,1,1,-1.80278
-1,1,0,1,1,1,1,0,-1,-1,4.6
1,0,-1,1,0,1,1,-1,-1,1,1.65
1,-1,0,-1,1,0,0,1,1,-1,-0.962057
-1,1,-1,0,-1,-1,0,0,1,1,-7.65782
-1,0,0,1,1,0,0,1,-1,0,-1.26722
1,-1,1,0,1,1,1,0,0,0,2.317
-1,-1,1,0,1,1,1,0,1,-1,3.5591
-1,-1,0,1,-1,-1,-1,0,1,0,-9.24801
-1,1,-1,-1,0,-1,-1,-1,-1,1,-5.37543
-1,0,-1,1,-1,-1,1,1,0,0,-8.13125
1,0,1,1,0,1,0,-1,1,0,6.09902
1,1,1,-1,-1,0,-1,0,-1,0,6.97434
-1,-1,-1,0,0,0,1,1,1,0,-1.32701
-1,0,0,1,1,-1,-1,1,1,-1,-3.50313
1,0,-1,0,1,-1,1,1,0,1,-0.045441
-1,-1,0,0,-1,-1,0,0,0,1,-5.64238
-1,0,1,-1,1,0,-1,1,0,-1,-1.98702
1,-1,1,1,1,0,-1,1,1,1,4.17625
1,0,-1,-1,1,0,0,1,0,0,0.595025
-1,0,1,1,-1,-1,-1,-1,0,-1,-9.52675
1,1,1,-1,1,0,0,1,-1,-1,9.32206
1,0,-1,1,1,0,0,0,-1,-1,1.28973
1,1,-1,0,-1,0,1,0,0,1,3.91602
1,0,1,0,1,0,1,1,1,0,3.49697
-1,0,1,-1,0,-1,-1,-1,-1,0,-4.04214
-1,0,1,-1,0,-1,-1,-1,0,0,-4.99109
-1,0,1,-1,0,-1,0,1,0,-1,-6.14753
1,0,1,-1,-1,-1,1,-1,-1,-1,4.41631
1,1,1,1,-1,-1,-1,1,0,-1,10.1954
1,-1,0,1,1,0,-1,0,-1,-1,1.30542
1,0,1,-1,1,0,0,-1,0,0,4.16791
1,0,1,0,0,0,-1,1,1,0,6.35899
-1,0,-1,0,0,0,0,-1,-1,-1,-3.70909
-1,-1,1,0,0,1,-1,1,-1,0,-3.01605
-1,1,0,-1,0,1,1,1,1,0,0.266116
1,-1,0,-1,0,0,-1,1,1,1,-1.80674
1,1,-1,-1,1,-1,-1,0,1,-1,3.28245
1,0,-1,0,0,0,-1,-1,-1,-1,-0.756792
1,1,-1,1,-1,0,0,-1,1,-1,4.53901
-1,0,0,-1,0,1,0,0,0,1,-0.089576
1,-1,0,0,-1,-1,1,0,-1,-1,-0.340419
-1,-1,1,-1,-1,1,1,1,0,1,-4.24679
-1,1,1,1,0,-1,-1,0,-1,1,-4.31202
-1,0,1,-1,1,-1,1,1,1,-1,-1.4787
1,1,1,0,1,0,-1,-1,0,0,7.12897
-1,0,0,-1,0,0,1,1,-1,-1,-2.78299
1,0,-1,0,-1,-1,0,-1,-1,0,2.34689
1,0,1,0,-1,0,-1,0,1,1,5.75034
-1,-1,-1,0,-1,-1,-1,0,1,1,-8.31282
1,1,-1,0,1,0,1,-1,0,-1,3.3016
-1,-1,0,-1,-1,0,0,-1,-1,-1,-6.12828
-1,0,-1,-1,-1,1,1,1,0,0,-2.45415
1,-1,0,1,0,-1,1,1,0,1,2.03104
-1,1,1,1,0,0,0,-1,-1,0,-3.9777
-1,0,-1,1,0,1,0,1,1,-1,-1.91892
1,-1,1,-1,-1,-1,0,-1,1,1,-0.353158
1,0,1,-1,0,-1,1,-1,1,0,4.41549
1,0,1,-1,1,1,0,-1,0,1,2.8666
-1,0,1,1,0,-1,1,1,1,-1,-4.21517
1,1,0,1,1,1,-1,1,0,-1,7.6244
-1,0,-1,-1,0,1,-1,-1,-1,-1,-2.71877
1,0,-1,-1,0,0,-1,-1,0,0,-1.1004
-1,0,0,-1,-1,-1,0,0,0,1,-8.42855
1,1,1,1,-1,-1,0,1,0,0,8.32088
1,-1,1,0,-1,-1,-1,0,0,1,2.32029
-1,0,1,0,1,1,0,-1,1,-1,1.36191
1,0,-1,0,0,0,-1,-1,1,-1,-0.124515
-1,1,-1,-1,1,1,1,-1,-1,1,3.60734
-1,0,0,0,-1,-1,1,-1,1,1,-6.77702
-1,-1,-1,1,1,-1,1,1,1,1,-0.658773
1,1,-1,0,1,0,-1,0,0,-1,3.40333
1,0,0,1,-1,1,-1,-1,0,1,4.64539
1,-1,1,0,-1,0,-1,0,-1,0,1.01689
1,-1,0,-1,0,0,1,0,-1,-1,-1.48276
1,1,0,0,-1,1,0,1,0,0,4.93986
-1,0,-1,1,1,0,1,1,0,1,1.6433
-1,0,0,1,0,0,1,1,1,-1,-0.985847
1,0,1,-1,0,1,-1,1,1,0,3.98712
-1,-1,1,0,1,-1,1,-1,1,-1,1.0272
1,-1,0,-1,-1,-1,0,-1,0,0,-2.55906
1,1,0,-1,-1,1,0,1,1,1,6.52283
-1,1,0,1,1,-1,-1,0,-1,1,-2.66203
1,1,-1,1,1,-1,-1,0,-1,1,6.23982
-1,-1,1,-1,0,1,0,0,1,1,-2.90649
-1,-1,-1,0,1,0,-1,-1,-1,1,-1.20153
-1,0,-1,-1,0,-1,-1,-1,0,-1,-5.81315
1,-1,0,-1,1,-1,-1,0,-1,1,-0.652001
-1,-1,0,0,1,1,0,1,1,1,1.41507
1,1,0,1,0,0,-1,1,-1,1,6.07794
1,1,-1,1,1,1,-1,-1,-1,-1,7.77903
1,-1,1,-1,1,0,0,1,-1,-1,1.42124
1,0,0,1,0,-1,1,0,-1,0,5.6145
1,1,-1,0,-1,0,1,1,0,0,4.13728
1,1,-1,1,0,0,-1,1,0,0,5.52166
-1,1,0,-1,-1,-1,-1,-1,1,1,-9.25589
1,1,1,-1,-1,1,1,-1,-1,1,6.26518
-1,-1,0,0,1,0,-1,1,0,-1,-1.5374
-1,-1,1,1,1,0,1,0,1,0,1.15256
-1,-1,1,0,0,-1,1,-1,-1,0,-4.53661
-1,1,0,-1,-1,0,0,-1,1,-1,-6.63399
-1,1,0,1,0,-1,-1,-1,0,-1,-6.86667
-1,0,0,-1,0,-1,-1,0,-1,0,-6.58643
1,1,0,0,0,-1,1,-1,0,-1,5.67699
-1,1,-1,-1,1,1,1,0,0,1,2.50339
-1,1,0,0,1,1,-1,0,1,1,1.76882
-1,-1,-1,0,-1,1,-1,1,1,0,-4.71931
-1,1,-1,1,1,1,1,0,-1,1,3.62903
1,-1,1,0,-1,1,-1,-1,0,1,1.89527
-1,1,0,1,1,1,-1,-1,1,1,3.62722
1,1,1,1,0,0,1,-1,1,-1,8.21998
1,0,-1,0,1,0,1,1,0,1,1.6207
1,1,0,1,0,-1,-1,-1,1,1,6.25623
-1,-1,1,0,0,0,0,1,-1,1,-4.5881
1,-1,-1,-1,-1,-1,-1,-1,0,-1,-3.37831
1,1,-1,0,1,1,1,1,1,-1,1.80365
-1,1,-1,0,0,-1,0,0,1,1,-2.98559
-1,0,1,-1,0,0,-1,-1,0,-1,-2.86132
1,-1,0,0,0,1,0,1,0,0,-1.28588
-1,-1,-1,1,-1,1,0,-1,0,-1,-3.90197
1,-1,-1,1,-1,-1,-1,0,1,0,0.113094
1,1,0,-1,0,1,-1,-1,-1,0,3.46766
1,1,0,-1,0,0,1,1,1,0,4.62712
-1,-1,-1,1,-1,0,1,0,-1,-1,-3.65133
1,-1,1,1,0,0,-1,0,0,-1,2.7181
-1,-1,1,1,1,0,-1,1,1,1,-0.457375
-1,0,-1,1,-1,1,1,-1,0,-1,-4.04625
1,1,0,1,-1,-1,1,-1,-1,-1,7.35948
-1,-1,-1,0,1,-1,-1,-1,1,0,-4.43078
-1,1,-1,1,0,0,-1,-1,1,1,-3.08142
1,-1,0,0,-1,-1,0,1,0,0,-1.86457
1,1,-1,-1,1,0,0,1,-1,0,4.29009
1,-1,-1,1,-1,0,0,-1,-1,1,-0.812597
-1,0,1,-1,0,-1,1,1,1,-1,-4.33575
1,0,-1,0,-1,1,-1,0,-1,1,1.4908
1,0,0,-1,-1,0,0,-1,0,-1,2.65472
1,-1,-1,-1,0,1,0,-1,-1,0,-2.11943
1,-1,0,0,0,-1,0,1,-1,1,1.12765
1,-1,-1,-1,1,1,-1,0,0,1,-3.34073
-1,1,0,0,0,-1,-1,-1,0,0,-7.22145
-1,1,-1,-1,-1,0,1,0,0,0,-4.45052
1,1,0,1,-1,-1,1,-1,0,1,5.88844
1,0,1,-1,-1,1,1,-1,-1,-1,3.9502
-1,-1,0,0,-1,-1,-1,1,1,0,-10.5081
-1,0,0,0,1,1,-1,-1,1,1,1.43936
-1,0,-1,1,-1,-1,-1,-1,0,-1,-10.4885
-1,-1,-1,0,-1,0,0,1,1,-1,-5.06816
1,-1,1,1,1,1,-1,-1,0,1,2.19653
-1,1,-1,-1,-1,1,-1,-1,1,1,-4.8739
1,1,1,0,1,1,0,0,1,-1,8.74768
1,0,-1,-1,0,-1,-1,1,-1,-1,0.24509
1,0,-1,-1,0,0,1,1,-1,0,0.873145
1,0,-1,0,0,1,-1,-1,0,-1,1.01188
1,1,1,0,-1,-1,0,-1,1,0,8.01646
-1,-1,1,-1,1,0,1,1,-1,-1,1.32195
1,1,-1,0,1,0,1,0,0,1,1.93097
1,1,1,1,0,1,0,-1,1,1,9.09157
1,-1,0,0,1,-1,-1,0,0,-1,0.525151
-1,1,1,-1,1,-1,1,-1,-1,0,-1.73258
1,0,-1,-1,0,-1,0,1,-1,0,0.519426
1,-1,0,-1,0,0,-1,-1,0,0,-2.15437
-1,0,0,-1,-1,1,-1,1,0,1,-5.3825
-1,1,0,-1,0,0,1,0,1,-1,-2.61203
1,-1,-1,-1,1,-1,0,1,-1,0,-2.20028
-1,0,0,-1,1,-1,1,1,-1,-1,-1.91761
1,0,-1,0,1,1,-1,-1,-1,1,0.798984
1,1,1,-1,-1,-1,1,1,-1,0,8.719
1,0,-1,-1,1,1,0,-1,0,-1,0.305923
1,0,-1,0,0,0,-1,-1,0,0,1.83723
-1,-1,0,1,1,-1,-1,0,0,1,-2.86808
1,-1,0,1,1,0,0,0,1,-1,2.53607
1,-1,1,-1,-1,0,-1,-1,0,0,1.87136
1,0,1,-1,0,1,0,-1,-1,0,4.88427
-1,-1,-1,1,0,1,-1,-1,0,0,-0.301754
1,0,1,1,1,0,0,0,1,-1,5.11269
-1,1,1,0,0,-1,1,1,-1,-1,-4.97638
1,-1,0,0,-1,1,1,-1,1,1,-1.63953
1,0,1,-1,-1,1,-1,0,-1,0,3.96778
1,-1,-1,-1,0,1,1,1,0,-1,-3.98896
1,1,0,0,0,-1,-1,0,-1,0,5.11481
1,1,-1,0,0,1,1,0,1,1,5.62841
-1,1,1,-1,0,0,0,-1,0,-1,-2.63269
1,0,1,-1,0,0,0,1,0,-1,4.35919
1,0,1,0,-1,-1,1,0,1,0,4.15608
1,0,0,1,-1,1,1,0,0,-1,6.01013
1,1,0,-1,1,1,1,0,1,0,3.27639
-1,1,1,0,1,1,1,1,1,1,2.50169
1,1,-1,1,-1,0,0,-1,1,0,3.18597
1,0,1,0,0,1,0,-1,-1,1,8.43976
1,1,1,1,1,1,1,1,1,0,9.9771
-1,1,-1,0,0,1,-1,1,1,1,-1.95419
-1,-1,1,0,-1,0,0,0,1,-1,-4.97405
1,1,-1,-1,1,1,0,-1,-1,-1,1.66771
-1,-1,0,0,0,0,-1,-1,0,0,-4.35394
1,1,-1,1,-1,1,1,1,0,0,4.83967
-1,1,1,-1,0,-1,0,-1,0,1,-5.9453
-1,0,-1,0,-1,1,-1,-1,1,0,-6.13676
-1,1,0,-1,1,1,-1,0,0,1,2.64606
1,-1,0,-1,1,1,0,0,1,0,-0.413764
-1,1,-1,1,0,0,0,-1,0,1,-0.475254
1,1,0,0,0,-1,1,1,-1,-1,4.17623
1,0,1,0,-1,1,0,1,-1,0,3.80974
-1,-1,0,0,1,0,0,1,0,1,-0.797649
1,-1,0,0,-1,0,0,1,0,-1,-0.826153
1,1,0,-1,1,1,-1,-1,-1,0,7.62311
1,-1,1,0,1,0,0,0,0,1,3.61918
1,-1,1,0,0,0,1,-1,1,-1,2.50739
1,0,-1,-1,1,-1,0,-1,-1,0,-0.618944
-1,1,-1,0,0,-1,1,0,1,0,-3.15052
1,-1,0,-1,0,-1,-1,1,0,1,-0.99659
1,1,0,1,0,-1,1,1,-1,0,7.07964
1,1,0,1,-1,1,0,0,0,1,8.03873
-1,-1,1,1,0,1,-1,0,-1,-1,-2.90082
1,1,-1,-1,-1,-1,1,0,0,0,2.60349
1,0,1,1,1,0,1,0,1,0,5.33161
1,0,1,1,-1,-1,0,1,1,-1,6.40861
1,-1,0,0,0,1,-1,0,-1,0,-0.066918
1,1,0,1,0,1,-1,0,-1,0,5.9862
1,-1,1,-1,0,1,-1,0,1,1,1.21035
-1,0,1,1,-1,0,-1,1,-1,0,-7.70271
-1,-1,0,0,-1,1,-1,0,0,-1,-5.56091
1,0,1,-1,0,-1,0,0,-1,-1,3.35851
-1,-1,-1,-1,1,1,0,-1,-1,1,2.27656
-1,1,-1,-1,1,-1,-1,1,-1,1,-0.267666
1,0,0,1,1,0,-1,-1,0,-1,4.01515
-1,-1,0,-1,1,-1,-1,1,0,1,-4.38891
-1,-1,1,0,1,0,-1,-1,1,0,0.200445
-1,1,-1,0,1,-1,1,0,1,1,-0.990379
-1,-1,0,-1,0,0,-1,1,-1,0,-5.48694
-1,0,0,1,0,0,-1,-1,1,0,-3.20117
1,-1,1,1,1,-1,1,1,-1,-1,2.90737
1,0,1,0,0,1,-1,0,-1,-1,4.66514
1,0,1,-1,1,0,0,0,-1,0,4.67223
-1,1,-1,0,1,1,0,-1,0,1,2.35176
1,-1,1,1,0,-1,0,1,-1,0,4.41471
-1,-1,-1,0,0,1,1,0,1,0,1.06397
-1,0,1,-1,1,1,-1,0,-1,1,1.76888
-1,0,-1,0,1,0,-1,-1,-1,0,0.619362
1,0,0,1,1,1,0,0,0,1,4.1869
-1,0,-1,-1,1,1,1,-1,-1,1,1.60684
-1,-1,0,1,-1,0,1,1,1,0,-3.50849
-1,0,-1,1,-1,0,-1,1,-1,-1,-6.98044
-1,0,-1,1,0,-1,0,-1,0,-1,-5.14007
-1,0,1,0,0,1,-1,-1,1,0,-1.60156
-1,-1,0,0,0,-1,0,0,-1,0,-3.89203
-1,0,0,1,-1,0,-1,1,0,0,-9.56013
1,1,0,0,-1,-1,-1,-1,1,0,7.14491
1,0,0,1,-1,0,-1,0,1,-1,2.94791
1,-1,0,1,-1,0,-1,1,0,0,0.90157
-1,1,0,-1,1,0,0,1,0,0,0.365001
1,0,1,0,-1,0,1,-1,1,-1,4.54504
1,0,-1,1,0,0,0,-1,-1,0,1.31227
-1,0,0,1,0,0,1,1,0,0,-2.21871
1,1,1,1,0,1,-1,0,0,1,9.76299
-1,1,1,1,1,0,0,-1,1,1,1.94817
1,0,1,-1,-1,1,1,1,1,0,6.52131
-1,1,0,0,0,-1,0,-1,0,0,-6.61775
-1,-1,1,1,1,-1,0,1,1,1,-1.11859
-1,1,1,0,1,1,0,-1,0,-1,4.05354
1,1,0,0,-1,0,0,0,0,1,7.57504
-1,-1,-1,0,-1,1,1,0,0,-1,-4.60886
-1,-1,0,-1,0,-1,-1,-1,1,-1,-6.42406
1,0,0,1,0,-1,0,0,0,1,1.53989
1,-1,-1,-1,1,0,1,1,1,0,-0.998197
-1,1,0,-1,-1,-1,-1,0,1,0,-9.74141
1,0,1,1,0,0,1,-1,-1,-1,6.38825
-1,0,0,1,1,0,-1,0,-1,0,-1.56805
-1,-1,0,-1,1,-1,-1,1,0,-1,-2.63121
1,1,-1,-1,0,-1,1,-1,0,1,2.56478
-1,-1,0,1,0,1,-1,0,-1,0,-1.96235
1,0,0,0,1,1,0,-1,0,-1,2.65794
-1,0,0,-1,-1,-1,0,1,-1,0,-8.16257
1,0,0,-1,0,0,1,0,-1,-1,2.26149
-1,0,1,0,-1,-1,-1,1,-1,1,-8.26837
-1,1,-1,-1,-1,1,-1,-1,1,1,-5.76437
1,-1,-1,0,-1,-1,-1,1,1,0,-2.38097
1,-1,0,-1,1,1,0,-1,1,1,-0.814039
1,1,-1,-1,0,1,-1,1,-1,0,1.95824
-1,0,0,0,0,1,-1,-1,-1,-1,-3.55093
-1,-1,-1,0,0,1,-1,0,0,0,-1.75144
-1,-1,1,0,-1,0,1,1,0,0,-5.00836
1,1,0,1,-1,1,1,0,0,1,6.98022
1,0,1,-1,0,0,1,-1,1,-1,4.09566
1,0,1,-1,1,0,-1,0,-1,-1,2.68436
1,-1,0,1,1,-1,1,0,1,1,1.1649
-1,0,0,-1,1,-1,1,-1,1,-1,-0.127826
1,0,1,-1,1,1,0,-1,-1,0,3.33576
1,0,0,0,-1,0,0,1,1,-1,2.85265
1,1,1,0,0,0,-1,0,0,-1,8.91422
-1,-1,1,-1,0,0,-1,1,0,1,-5.38918
-1,1,0,1,1,-1,-1,0,1,0,-2.34279
-1,0,1,1,0,-1,0,1,1,0,-5.42299
1,-1,0,0,1,1,-1,1,0,0,-1.77937
1,1,0,-1,0,-1,0,-1,1,-1,5.83152
1,-1,1,1,0,1,1,-1,1,0,2.84524
1,1,0,0,0,-1,-1,0,0,0,5.05214
-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-7.35316
-1,-1,1,-1,1,1,1,1,1,0,1.59263
1,-1,0,0,-1,-1,-1,1,0,-1,0.621892
-1,1,0,-1,0,1,0,1,-1,1,-0.801849
1,-1,-1,-1,1,1,0,1,1,1,-3.05077
1,1,1,1,1,1,0,1,0,-1,8.96304
-1,-1,-1,1,1,1,-1,-1,-1,0,0.796426
1,-1,-1,1,1,-1,0,-1,-1,-1,-2.58252
-1,0,1,-1,-1,1,0,0,-1,1,-4.53196
-1,0,0,1,-1,1,-1,0,-1,1,-5.76506
-1,1,-1,1,-1,1,0,1,-1,-1,-5.70037
1,0,-1,0,0,0,1,0,1,-1,2.16717
-1,-1,0,-1,0,1,1,1,-1,-1,0.580761
1,0,1,1,-1,-1,0,-1,0,0,8.06737
1,0,0,1,0,0,0,-1,-1,0,4.66743
1,0,1,-1,-1,-1,-1,0,-1,0,4.26461
1,1,1,-1,-1,-1,0,0,1,0,8.00611
-1,0,1,1,-1,1,1,0,0,-1,-3.55196
-1,-1,1,0,1,1,-1,1,0,1,0.098394
1,1,0,1,0,-1,0,-1,1,1,8.05824
1,-1,0,-1,-1,1,0,-1,-1,1,-1.77579
-1,1,-1,1,1,1,1,1,1,0,2.18675
-1,-1,-1,0,-1,1,-1,0,0,-1,-4.27611
1,1,-1,1,0,-1,0,0,1,-1,4.25917
-1,-1,1,1,-1,1,-1,0,0,1,-6.39041
-1,0,1,-1,0,-1,-1,0,0,-1,-5.89514
-1,-1,0,1,1,-1,-1,-1,0,1,-2.20398
1,1,-1,1,1,-1,-1,1,-1,-1,4.00334
1,0,-1,0,1,1,0,-1,0,-1,0.751147
1,-1,0,-1,1,-1,-1,0,-1,0,-1.4631
1,-1,-1,-1,-1,-1,0,0,0,1,-2.83872
1,-1,1,1,0,-1,0,1,0,0,3.69956
1,0,1,-1,0,0,-1,1,-1,-1,4.06651
-1,-1,-1,0,1,-1,-1,-1,1,0,-3.85368
1,-1,0,1,1,1,0,-1,1,1,3.01209
-1,1,-1,-1,0,1,-1,-1,-1,0,-4.85909
1,-1,-1,-1,1,0,1,-1,-1,1,-4.54666
1,-1,-1,-1,-1,1,0,1,-1,-1,-3.77351
1,-1,-1,1,1,1,1,1,-1,1,-3.19236
-1,-1,-1,1,0,1,0,1,-1,-1,-0.233783
-1,-1,1,-1,1,1,0,-1,0,1,2.79972
-1,0,0,1,-1,-1,0,1,-1,1,-8.28275
-1,1,1,0,0,0,-1,-1,1,1,-4.35472
-1,0,-1,1,-1,-1,-1,-1,-1,-1,-9.57573
1,1,1,-1,-1,1,1,-1,1,-1,5.36623
1,1,-1,0,-1,0,0,-1,0,0,5.65185
-1,-1,-1,1,-1,-1,0,-1,0,1,-8.52453
1,1,0,1,1,1,-1,1,-1,0,6.96139
1,1,1,1,1,-1,0,0,0,0,9.50101
1,-1,-1,1,0,-1,0,-1,0,1,-0.275677
-1,1,-1,1,-1,-1,-1,1,1,-1,-10.3793
1,0,0,-1,0,0,0,0,0,1,2.9915
1,1,0,0,1,0,0,-1,1,-1,5.68376
-1,-1,-1,-1,0,-1,-1,-1,0,0,-5.23985
-1,1,0,-1,0,-1,0,-1,1,-1,-4.62274
-1,-1,1,0,-1,1,-1,-1,-1,-1,-3.37887
-1,-1,1,0,1,0,-1,0,1,-1,-1.81746
1,1,1,1,1,0,0,-1,0,1,9.52175
1,1,0,1,-1,1,1,1,1,-1,7.10575
1,-1,1,-1,0,-1,0,1,1,1,0.810964
-1,0,1,0,0,0,1,-1,-1,-1,0.14392
1,1,1,-1,-1,0,1,1,0,-1,6.46383
1,-1,-1,0,1,0,-1,0,0,0,-1.76592
1,0,-1,-1,-1,1,1,0,0,-1,-0.935897
-1,1,1,0,1,-1,-1,-1,1,0,-2.41842
-1,0,1,0,0,0,1,-1,-1,1,-0.698384
1,-1,0,-1,0,-1,0,-1,0,0,-0.266125
1,1,1,0,0,1,0,1,-1,0,6.44135
-1,0,-1,-1,0,0,1,1,1,1,-1.17001
1,0,1,0,0,-1,-1,-1,0,-1,4.48903
-1,-1,0,0,1,0,1,0,-1,1,2.00275
-1,0,-1,1,-1,-1,1,0,0,1,-8.8441
-1,1,-1,0,-1,1,-1,0,-1,0,-6.16291
1,0,-1,0,0,-1,0,0,0,1,-0.660436
-1,-1,0,1,1,-1,-1,0,1,-1,-1.28693
1,0,1,1,-1,0,1,0,0,-1,6.66434
1,1,-1,1,0,0,1,-1,1,0,6.63412
1,0,0,0,-1,1,0,1,-1,0,1.94761
-1,1,0,0,1,-1,0,-1,0,-1,-2.17577
1,0,-1,0,1,-1,-1,0,0,-1,0.511542
1,1,-1,1,0,0,1,-1,1,-1,6.64525
-1,1,-1,1,0,1,1,0,-1,0,1.1752
1,0,0,0,-1,0,-1,1,-1,1,2.24919
1,1,1,-1,0,0,-1,-1,-1,1,6.12665
1,-1,-1,1,0,0,-1,0,1,1,-0.656114
1,1,0,1,1,0,0,-1,0,-1,7.51958
-1,1,1,-1,1,0,0,0,1,-1,-0.620313
1,-1,-1,-1,-1,1,0,0,0,-1,-1.10634
1,1,0,1,-1,0,1,0,0,-1,6.4501
-1,1,1,1,1,0,1,-1,1,0,2.24387
1,-1,0,1,1,1,0,-1,0,1,3.07608
-1,1,-1,0,-1,0,-1,0,1,0,-6.84662
1,0,-1,-1,1,-1,0,0,1,0,1.27935
-1,0,1,1,0,0,0,-1,-1,1,-4.05824
1,0,0,1,0,-1,-1,-1,1,1,2.72458
1,1,0,0,0,1,-1,1,-1,-1,5.73263
-1,1,0,0,1,1,-1,-1,0,0,0.873997
-1,0,0,0,1,-1,1,0,0,-1,-2.8997
-1,0,1,-1,-1,-1,1,-1,1,0,-8.0601
1,1,-1,1,0,0,-1,-1,1,0,3.21623
1,-1,1,-1,1,-1,1,0,1,-1,1.75187
-1,-1,0,1,0,0,0,0,0,-1,-2.05224
-1,0,0,0,0,1,-1,0,0,-1,-1.08043
1,1,-1,1,0,1,0,0,-1,0,4.86329
-1,1,1,0,0,0,0,1,-1,0,-2.80465
1,0,0,-1,-1,-1,-1,1,1,1,1.7935
1,0,0,-1,-1,1,1,0,1,1,2.34891
1,0,1,0,0,-1,1,-1,0,-1,3.7198
1,-1,1,0,1,0,1,-1,1,1,2.0358
-1,1,0,1,1,-1,1,-1,0,1,-1.29346
-1,-1,1,1,0,1,0,0,0,1,1.38846
1,1,0,-1,1,1,-1,-1,1,-1,6.21224
-1,0,1,0,0,1,-1,0,0,-1,-1.57347
-1,-1,-1,-1,0,0,0,1,1,1,-2.13467
1,0,0,0,0,1,-1,-1,1,-1,2.22385
-1,0,1,0,-1,-1,-1,-1,-1,1,-5.90291
1,0,1,1,0,0,0,0,1,-1,4.11436
1,1,1,0,-1,-1,0,0,0,1,5.68846
-1,0,0,-1,-1,0,-1,-1,-1,-1,-8.72909
-1,0,-1,1,1,-1,1,0,-1,1,0.168775
1,1,-1,1,-1,-1,0,1,1,-1,4.14599
1,-1,0,0,0,-1,1,1,-1,-1,-0.226725
1,0,1,1,1,-1,0,0,1,1,6.69146
-1,0,1,0,-1,1,0,1,0,0,-4.48667
-1,1,1,1,-1,0,0,1,1,1,-4.72767
-1,1,1,0,-1,1,1,1,1,1,-1.8686
-1,-1,-1,1,1,0,-1,0,0,0,-1.55795
-1,1,0,0,-1,1,0,0,1,-1,-4.62485
1,0,1,1,1,0,0,1,0,0,4.76209
-1,-1,-1,-1,0,-1,-1,0,1,1,-6.24175
-1,-1,0,0,1,0,-1,0,1,-1,-0.542439
